unique,runique,round,SurveyVersion,Current,fdn,fdntext,fldimp,undrfld,advknow,pubpol,comimp,undrwr,undrsoc,orgimp,undrorg,impsust,granteffect,avgrelfact,comfort,responsv,fairness,ctctfreq,initcont,conchng,sitevst,clrcomm,consistent,lrn_pub,lrn_web,lrn_ar,lrn_grp,lrn_ind,lrn_oth,lrn_blog,lrn_facebk,lrn_twitter,lrn_video,lrn_none2,ansrec,help_pub,help_web,help_ar,help_grp,help_ind,help_oth,help_blog,help_facebk,help_twitter,help_video,onr_fochelp,onr_ideahelp,selhelp,selfdn,pressure,tmsubcmt,propsub,s_loi,s_intv,s_phone,s_rescomm,s_lm,s_none,anssel,helpeval,disceval,discassess,helpassess,evalocc,evalocc_recode,eval_prcs_2,eval_prcs_3,eval_prcs_4,eval_prcs_8,eval_prcs_9,eval_prcs_89,eval_prcs_new,exteval,grtval,total_pem,prophour,prophour_buc_val,emhour,emana,emana_buc_val,propno,emno,ansasst,m_yeast,noasst,m_madv,m_mstrt,m_mfnpl,m_mperf,m_fcoll,m_fadv,m_fintr,m_frobs,m_fpubs,m_fsems,m_ogov,m_oit,m_ocom,m_ofac,m_otrn,m_fundasst,m_ootr,mc_mgmt,mc_fld,mc_oth,mc_all,nonmon,fldorcomp,fundasst,fundimp,f_fdnrep,satisfac,msatisfac,awarechall,helpchall,transparent,trans_select,trans_futfund,trans_bestpractice,trans_failure,typfund_new,grntlen,lenbuc_val,grntsz,grntbuc_val,anpctbud,relpat,budg,budbuc_val,curfund,declined,posit,gender,r_aframb,r_nativeal,r_asianind,r_white,r_sphislat,r_pacisl,r_oth,r_prefno,race,ISI_value,initcont_denom,tmsubcmt_denom,eval_prcs_new_denom,gender_denom,race_denom,ressub_lm,ressub_eval,ressub_prog,ressub_wrt,ressub_quantdata,ressub_qualdata,ressub_story,ressub_quantinfo,ressub_qualinfo,ressub_cost,ressub_oth,resreq_lm,resreq_eval,resreq_prog,resreq_wrt,resreq_quantdata,resreq_qualdata,resreq_story,resreq_quantinfo,resreq_qualinfo,resreq_cost,resreq_oth,e_stvst,e_disc,e_phone,e_email,e_extevl,e_wrtfm,e_outdata,e_none,use_blog,use_facebk,use_twitter,use_video,undrres,cctresuse,cctres,rellen,divcomm_fdn,divcomm_prog,divcomm_org,divcomm_wrk,divadd,optind,tracking
1932,14S21932,14S,British English,1,3008,Tremont 14S,7,6,6,6,7,6,6,7,6,7,4,6.2,7,6,6,4,2,1,1,6,6,1,1,1,0,1,0,0,0,0,0,0,1,6,6,6,,6,,,,,,,,5,3,2,5,1,0,1,0,0,0,0,1,,,1,6,2,0,1,0,0,0,0,0,4,,1093,28,14,2,14,7,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,2,0,,,,,,6,6,6,7,6,6,4,1,2,2,30604,3,0.58824,1,26013.4,1,1,0,6,1,,,,,,,,,,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,H1229
1933,14S21933,14S,British English,1,3008,Tremont 14S,88,4,88,88,88,88,5,6,7,7,2,7,7,7,7,4,2,0,1,7,7,1,1,1,0,1,0,0,0,0,0,0,1,7,7,6,,7,,,,,,,,7,6,2,6,1,1,1,1,0,1,0,1,,,1,6,2,0,1,0,0,0,0,0,4,,3279,35,21,3,14,4.66667,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,2,0,,,,,,6,6,7,7,7,4,6,4,3,3,114765,5,0.09091,1,420805,2,1,0,2,1,,,,,,,,,,2,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,H1230
1934,14S21934,14S,British English,1,3008,Tremont 14S,7,,5,7,7,,7,7,7,7,2,7,7,7,7,4,2,0,1,7,7,1,1,1,1,1,0,0,0,0,0,0,1,7,7,6,7,7,,,,,,,,5,3,3,6,1,1,1,0,1,0,0,1,,,1,7,2,0,1,0,0,0,0,0,4,,2040.266667,60,30,4,30,15,2,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,2,0,,,,,,7,7,7,6,6,6,6,4,2,2,122416,5,0.08,1,765100,3,1,0,1,1,,,,,,,,,,2,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,H1317
1942,14S21942,14S,British English,1,3008,Tremont 14S,7,,7,7,6,,7,6,7,88,1,6.6,7,7,7,5,1,0,1,6,6,1,1,1,0,1,0,0,0,0,0,0,1,6,6,6,,7,,,,,,,,7,7,2,5,1,0,1,0,0,0,0,1,5,0,1,,1,1,0,0,0,0,1,0,2,0,6885.9,14,7,1,7,2.33333,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,7,6,6,6,6,6,6,4,3,3,96402.6,4,95.45455,2,336.644,1,1,0,1,1,,,,,,,,,,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,H1091
2242,14S22242,14S,British English,1,3008,Tremont 14S,4,5,5,3,2,5,4,6,6,1,1,5.6,6,5,6,5,3,0,88,5,6,0,1,0,0,0,0,0,0,0,0,0,1,,7,,,,,,,,,,,5,,,,0,1,0,0,0,0,0,1,6,0,0,5,1,1,0,0,0,1,1,1,3,0,4284.56,25,10,2,15,7.5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,5,5,6,5,3,6,2,4,2,2,107114,5,0.7,1,76510,1,0,1,3,2,,,,,,,,,,2,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,H1023
2243,14S22243,14S,British English,1,3008,Tremont 14S,7,7,7,7,7,7,7,7,6,6,2,7,7,7,7,5,2,0,1,7,7,1,1,1,0,1,0,0,0,0,0,0,1,7,6,6,,7,,,,,,,,6,3,3,,1,0,0,0,1,0,0,1,6,1,1,7,1,1,0,0,0,1,1,1,3,0,4098.75,28,28,3,,,,0,,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,2,1,4,2,0,,,,,,7,7,7,7,7,7,,4,3,3,114765,5,0.3125,3,122416,2,1,0,1,1,,,,,,,,,,2,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,H1365
2248,14S22248,14S,British English,1,3008,Tremont 14S,6,6,6,6,4,6,6,6,6,88,2,6.4,6,7,7,4,1,0,1,6,6,1,0,0,0,0,0,0,0,0,0,0,1,7,,,,,,,,,,,,3,4,2,6,1,0,0,0,1,0,0,1,,,1,6,2,0,1,0,0,0,0,0,4,,2886.800371,49,28,3,21,10.5,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,,,,,,6,6,7,7,7,7,7,4,2,2,141453.22,5,0.04672,1,1513981.41,4,1,1,1,1,,,,,,,,,,2,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,H1027
2254,14S22254,14S,British English,1,3008,Tremont 14S,6,7,5,7,6,7,6,7,6,7,2,6.8,7,7,7,4,1,0,1,6,7,1,1,0,1,0,0,0,0,0,0,0,1,7,6,,6,,,,,,,,,5,5,2,5,1,0,1,0,0,0,0,1,6,1,1,6,1,1,0,0,0,1,0,0,1,0,,9,6,1,3,1.5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,5,5,7,6,6,7,6,4,2,2,,,,2,765100,3,0,0,1,1,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,H1240
2255,14S22255,14S,British English,1,3008,Tremont 14S,7,7,6,6,7,7,7,7,6,88,1,7,7,7,7,4,3,0,1,7,7,1,1,1,0,1,0,0,0,0,0,0,1,7,7,7,,7,,,,,,,,7,5,2,5,1,0,0,0,1,0,0,1,,,1,7,2,0,1,0,0,0,0,0,4,,224.065,280,120,7,160,80,6,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,2,2,0,,,,,,7,6,7,7,7,7,7,4,2,2,62738.2,4,0.15769,1,198926,2,1,0,1,1,,,,,,,,,,2,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,H1348
2486,14S22486,14S,British English,1,3008,Tremont 14S,7,7,7,1,7,7,7,7,7,7,3,6.8,7,7,7,4,3,0,1,6,7,1,1,0,0,1,0,0,0,0,0,0,1,7,7,,,7,,,,,,,,7,7,1,6,1,1,1,0,1,0,0,1,7,1,1,7,1,1,0,0,0,1,0,0,1,88,1311.6,35,30,4,5,1.66667,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,7,7,7,7,7,7,7,4,3,3,45906,3,0.14286,3,107114,2,1,1,2,1,,,,,,,,,,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,H1151
2488,14S22488,14S,British English,1,3008,Tremont 14S,6,7,6,88,6,6,6,7,7,4,1,6.2,7,6,6,4,2,0,1,6,6,1,1,0,0,1,0,0,0,0,0,0,1,6,6,,,6,,,,,,,,5,5,3,6,1,0,1,0,0,0,0,1,5,88,88,5,1,1,0,0,0,1,0,0,1,0,2448.32,20,15,2,5,2.5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,,,,,,,4,6,6,6,6,6,4,2,2,48966.4,3,0.03265,1,749798,3,1,88,1,1,,,,,,,,,,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,H1152
2496,14S22496,14S,British English,1,3008,Tremont 14S,7,7,6,5,7,5,7,7,6,7,2,6.8,7,6,7,5,2,0,1,7,7,1,1,1,0,1,0,0,0,0,0,0,1,7,7,7,,7,,,,,,,,7,4,5,5,1,0,1,0,0,0,0,1,7,1,1,7,1,1,0,0,0,1,1,1,3,0,1610.736842,38,26,3,12,6,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,3,1,4,2,0,,,,,,6,5,7,7,7,7,6,4,2,2,61208,4,0.00308,3,9946300,5,0,88,3,1,,,,,,,,,,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,H1160
2498,14S22498,14S,British English,1,3008,Tremont 14S,7,7,7,7,7,7,6,7,7,7,4,6.8,7,6,7,2,3,0,1,7,7,1,1,1,1,1,0,1,1,1,1,0,1,7,7,7,7,7,,6,6,6,6,7,7,7,7,2,7,1,1,1,1,1,1,0,1,,,1,7,2,0,1,0,0,0,0,0,4,,803.355,80,32,4,48,16,2,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,4,4,3,11,4,1,,,,,,6,7,7,7,7,7,6,1,3,3,64268.4,4,1,2,21422.8,1,1,0,3,2,,,,,,,,,,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,H1142
2513,14S22513,14S,British English,1,3008,Tremont 14S,5,6,5,88,88,88,6,7,6,5,1,6.4,7,6,7,5,4,0,1,6,6,1,1,1,0,1,0,0,0,0,0,0,1,6,6,6,,7,,,,,,,,6,3,2,6,1,0,0,1,1,0,0,1,,,1,6,2,0,1,0,0,0,0,0,4,,918.12,100,100,7,,,,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,2,0,,,,,,5,5,5,6,6,6,5,4,2,2,91812,4,0.03,2,1530200,4,1,88,6,5,,,,,,,,,,2,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,H1064
1031,14S21031,14S,Domestic,1,3009,Clarendon 14S,6,6,4,4,6,7,7,7,6,6,4,7,7,7,7,4,2,0,1,7,7,1,1,0,1,1,0,0,0,0,0,0,1,7,6,,3,7,,,,,,,,4,3,1,8,1,1,1,1,1,0,0,1,4,1,1,5,1,1,0,0,0,1,0,0,1,0,1250,40,20,3,20,10,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,7,4,6,7,7,7,4,1,2,2,50000,4,0.0125,2,2000000,4,1,1,2,2,0,0,0,0,0,0,0,1,PrefNo,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,I1006
1034,14S21034,14S,Domestic,1,3009,Clarendon 14S,6,6,6,4,5,6,7,5,7,5,2,6.6,5,7,7,3,3,0,1,7,7,1,1,0,1,1,0,0,0,0,0,0,1,7,6,,7,7,,,,,,,,5,5,4,5,1,0,1,1,1,0,0,1,,,88,3,2,0,1,0,0,0,0,0,4,,1250,16,16,2,,,,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,2,1,4,2,0,,,,,,6,6,6,6,6,4,4,6,1,1,20000,2,0.11429,1,175000,2,1,,1,2,0,0,0,1,0,0,0,0,White,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,I1201
1036,14S21036,14S,Domestic,1,3009,Clarendon 14S,6,5,4,88,5,6,7,7,7,7,4,6.2,7,7,7,4,1,1,1,5,5,0,1,0,0,1,0,0,0,0,0,0,1,,3,,,7,,,,,,,,6,6,1,6,1,0,1,1,1,0,0,1,5,1,1,7,1,1,0,0,0,1,0,0,1,0,5000,18,12,2,6,3,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,3,0,4,2,0,,,,,,7,7,6,5,7,5,5,1,2,2,90000,4,0.11842,2,380000,2,1,0,1,2,0,0,0,0,1,0,0,0,Hispanic,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,I1248
1052,14S21052,14S,Domestic,1,3009,Clarendon 14S,5,5,3,3,5,6,5,6,6,2,4,6.6,7,6,7,5,3,0,0,6,7,1,1,1,0,1,0,0,0,0,0,0,1,6,6,6,,7,,,,,,,,1,,1,5,1,0,0,1,1,0,0,1,1,88,1,2,1,1,0,0,0,1,0,0,1,0,1538.461538,65,40,5,25,12.5,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,6,3,6,5,6,5,4,4,2,2,100000,5,0.01316,2,3800000,4,1,1,1,1,0,0,0,0,0,0,1,0,Other,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,I1303
1054,14S21054,14S,Domestic,1,3009,Clarendon 14S,7,5,7,7,7,7,7,7,7,7,1,7,7,7,7,2,3,0,88,7,7,1,1,0,1,1,0,0,0,0,0,0,1,7,7,,7,7,,,,,,,,7,7,5,5,1,1,1,1,1,0,0,1,7,1,1,7,1,1,0,0,0,1,1,1,3,0,583.3333333,60,20,3,40,80,6,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,2,5,3,10,4,1,,,,,,7,7,7,7,7,7,7,4,0.5,1,35000,3,,2,,,1,,6,2,0,0,0,0,1,0,0,0,Hispanic,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,I1061
1466,14S21466,14S,Domestic,1,3009,Clarendon 14S,88,6,4,4,4,6,7,6,6,1,4,7,7,7,7,4,1,0,1,7,7,0,0,1,0,1,0,0,0,0,0,0,1,,,5,,7,,,,,,,,7,6,5,1,1,1,1,1,1,0,0,1,7,1,1,7,1,1,0,0,0,1,0,0,1,0,1000,100,60,6,40,20,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,,,,,,6,4,7,6,6,6,6,1,2,2,100000,5,0.025,2,2000000,4,1,88,1,2,0,0,0,1,0,0,0,0,White,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,I1131
1487,14S21487,14S,Domestic,1,3009,Clarendon 14S,5,7,5,3,7,7,6,6,7,6,1,6.6,7,6,7,2,2,1,0,7,6,0,0,0,0,1,0,0,0,0,0,0,1,,,,,7,,,,,,,,3,2,2,5,1,0,0,0,1,0,0,1,6,1,1,6,1,1,0,0,0,1,0,0,1,0,1666.666667,15,10,2,5,29.9994,3,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,3,2,0,,,,,,6,3,7,5,6,6,6,1,0.166666667,1,25000,3,2.99994,1,50000,1,0,0,1,1,1,0,0,0,0,0,0,0,Afr. Am.,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,I1283
1493,14S21493,14S,Domestic,1,3009,Clarendon 14S,4,5,5,5,6,6,5,4,4,4,88,6.8,7,7,7,4,3,0,1,7,6,0,0,0,1,1,0,0,0,0,0,0,1,,,,4,7,,,,,,,,4,6,3,5,1,0,1,1,1,0,0,1,,,1,4,3,0,0,1,0,0,0,0,4,,3750,12,6,1,6,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,4,6,5,5,5,4,4,5,1,1,45000,3,0.0045,1,10000000,5,1,0,6,2,0,0,0,1,0,0,0,0,White,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,I1233
1504,14S21504,14S,Domestic,1,3009,Clarendon 14S,7,5,4,2,7,5,6,7,7,7,4,7,7,7,7,4,3,0,1,7,7,1,1,0,1,1,0,0,0,0,0,0,1,7,7,,7,7,,,,,,,,7,,,,0,1,1,1,1,0,0,1,7,1,1,7,1,1,0,0,0,1,0,0,1,0,191.6666667,120,20,3,100,50,6,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,3,1,5,3,1,,,,,,4,4,5,4,4,4,4,1,2,2,23000,2,0.02309,2,498000,2,1,88,6,2,0,0,0,1,0,0,0,0,White,2,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,I1119
1505,14S21505,14S,Domestic,1,3009,Clarendon 14S,6,7,7,7,7,7,7,6,6,5,1,6.8,7,7,7,4,3,0,1,6,7,1,1,0,1,1,0,0,0,0,0,0,1,7,7,,7,7,,,,,,,,6,5,3,5,1,0,1,0,1,0,0,1,4,0,0,6,1,1,0,0,0,1,0,0,1,0,4166.666667,12,10,2,2,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,0,,,,,,7,7,6,6,6,6,6,4,2,2,50000,4,0.00263,2,9500000,5,1,1,4,2,0,0,1,0,0,0,0,0,Asian,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,I1033
1825,14S21825,14S,Domestic,1,3009,Clarendon 14S,2,5,88,88,2,5,5,5,7,6,4,,6,7,7,5,1,1,1,6,77,0,1,0,0,1,0,0,0,0,0,0,1,,2,,,7,,,,,,,,1,1,1,5,1,1,0,1,0,0,0,1,3,0,1,2,1,1,0,0,0,1,0,0,1,0,1500,5,4,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,6,1,1,1,1,6,1,4,1,1,7500,1,0.0015,3,5000000,5,0,1,4,1,0,0,0,1,0,0,0,0,White,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,I1308
1829,14S21829,14S,Domestic,1,3009,Clarendon 14S,7,5,5,4,7,5,7,6,6,5,4,6.4,7,7,7,2,3,0,1,5,6,0,1,0,1,1,0,0,0,0,0,0,1,,4,,7,6,,,,,,,,6,5,1,5,1,0,0,0,1,0,0,1,4,0,1,6,1,1,0,0,0,1,1,1,3,0,9666.666667,30,10,2,20,10,2,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,4,2,7,4,1,,,,,,7,7,6,7,7,7,7,4,2,2,290000,6,0.0145,3,10000000,5,1,88,3,2,0,0,0,0,0,0,1,0,Other,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,I1032
1834,14S21834,14S,Domestic,1,3009,Clarendon 14S,4,5,5,4,4,6,7,7,6,5,2,4.8,7,7,7,1,3,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,,,,,7,,,,,,,,3,7,7,5,1,0,1,1,1,0,0,1,,,1,5,2,0,1,0,0,0,0,0,4,,2142.857143,35,25,3,10,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,3,3,7,4,4,7,4,4,2,2,75000,4,0.00833,1,4500000,4,1,,1,2,0,0,0,1,0,0,0,0,White,2,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,I1168
1837,14S21837,14S,Domestic,1,3009,Clarendon 14S,4,5,4,88,6,7,6,7,7,7,2,6.8,7,7,7,2,3,0,1,6,7,0,0,0,1,1,0,0,0,0,0,0,1,,,,7,7,,,,,,,,2,4,1,4,1,1,1,1,1,1,0,1,2,0,1,6,1,1,0,0,0,1,0,0,1,0,41666.66667,12,6,1,6,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,6,5,5,5,5,6,6,1,2,2,500000,8,0.04167,1,6000000,5,1,0,2,2,0,0,0,1,0,0,0,0,White,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,I1127
1841,14S21841,14S,Domestic,1,3009,Clarendon 14S,6,5,88,88,6,6,6,6,88,6,4,6.2,6,7,7,3,1,1,1,6,5,1,1,1,1,1,0,0,0,0,0,0,1,6,4,5,6,7,,,,,,,,5,4,1,5,1,1,1,1,1,1,0,1,4,1,1,4,1,1,0,0,0,1,1,1,3,1,1818.181818,55,35,4,20,10,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,3,4,2,0,,,,,,6,5,6,6,6,6,6,6,2,2,100000,5,0.00455,3,11000000,5,1,88,1,1,0,0,0,1,0,0,0,0,White,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,I1310
2163,14S22163,14S,Domestic,1,3009,Clarendon 14S,6,6,88,88,6,6,7,6,6,6,4,6.8,7,7,7,2,3,0,1,6,7,0,1,1,1,1,0,0,0,0,0,0,1,,6,6,7,7,,,,,,,,6,5,1,6,1,1,1,1,1,0,0,1,,,1,6,2,0,1,0,0,0,0,0,4,,1666.666667,30,30,4,,,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,6,3,5,6,5,3,3,1,2,2,50000,4,0.0625,2,400000,2,1,0,1,1,0,0,0,1,0,0,0,0,White,1,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,I1296
2170,14S22170,14S,Domestic,1,3009,Clarendon 14S,7,5,6,88,5,6,4,7,4,4,4,5.4,5,3,7,5,1,1,1,6,6,0,1,1,1,1,1,0,0,0,0,0,1,,5,3,7,5,6,,,,,,,7,3,2,7,1,1,1,1,1,1,0,1,7,1,0,6,1,1,0,0,0,1,0,0,1,0,1714.285714,140,100,7,40,6.66667,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,3,2,1,6,2,0,,,,,,4,3,4,3,3,3,2,6,6,5,240000,6,0.26667,1,150000,2,1,88,4,2,1,0,0,0,0,0,0,0,Afr. Am.,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,I1239
2171,14S22171,14S,Domestic,1,3009,Clarendon 14S,5,5,5,4,5,6,5,6,5,6,4,6,7,6,7,4,3,0,1,5,5,1,1,0,0,1,0,0,0,0,0,0,1,7,5,,,6,,,,,,,,5,5,2,1,1,0,0,1,1,0,0,1,4,0,0,5,1,1,0,0,0,1,0,0,1,0,2333.333333,30,15,2,15,7.5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,6,6,5,4,5,5,4,1,2,2,70000,4,0.04375,2,800000,3,1,88,1,2,0,0,1,0,0,0,0,0,Asian,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,I1261
2172,14S22172,14S,Domestic,1,3009,Clarendon 14S,6,7,6,6,6,7,6,6,6,6,4,6.4,7,6,7,4,3,0,1,6,6,1,1,1,0,1,0,0,0,0,0,0,1,7,7,7,,6,,,,,,,,5,5,1,5,1,1,1,0,0,0,0,1,5,88,1,5,1,1,0,0,0,1,0,0,1,0,4166.666667,60,40,5,20,10,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,6,5,6,6,6,5,5,1,2,2,250000,6,0.00481,3,26000000,6,1,1,1,1,0,0,0,0,1,1,0,0,>1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,I1154
2174,14S22174,14S,Domestic,1,3009,Clarendon 14S,7,5,5,5,7,5,4,7,5,7,4,6.2,7,6,6,5,1,1,1,6,6,1,1,0,0,1,0,0,0,0,0,0,1,5,5,,,6,,,,,,,,7,6,5,6,1,1,1,1,1,1,0,1,,,1,4,3,0,0,1,0,0,0,0,4,,849.0566038,53,48,5,5,2.5,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,2,0,,,,,,4,4,5,6,6,4,4,1,2,2,45000,3,0.225,2,100000,2,1,1,1,2,0,0,1,0,0,1,0,0,>1,1,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,I1271
2495,14S22495,14S,Domestic,1,3009,Clarendon 14S,5,7,5,6,5,5,7,5,5,5,4,5,5,4,6,5,2,0,1,5,5,0,1,0,1,0,0,0,0,0,0,0,1,,5,,7,,,,,,,,,5,4,3,6,1,0,1,1,1,0,0,1,4,0,88,5,1,1,0,0,0,1,0,0,1,0,2285.714286,35,30,4,5,2.5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,,,,,,6,5,5,6,5,5,4,1,2,2,80000,4,0.00668,3,5986869,5,1,1,5,2,0,0,0,1,0,0,0,0,White,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,I1169
